"Order","Price","LotFrontage","LotArea","LotConfig","HouseStyle","Quality","Condition","YearBuilt","YearRemodel","ExteriorQ","ExteriorC","Foundation","BasementHt","BasementC","BasementFin","BasementFinSF","BasementUnFinSF","BasementSF","Heating","HeatingQC","CentralAir","FirstSF","SecondSF","GroundSF","BasementFBath","BasementHBath","FullBath","HalfBath","Bedroom","KitchenQ","TotalRooms","Fireplaces","GarageType","GarageCars","GarageSF","GarageQ","GarageC","WoodDeckSF","OpenPorchSF","EnclosedPorchSF","ScreenPorchSF"
308,50.138,66,8712,"Corner","1Story",4,7,1896,1950,"Fa","Fa","CBlock","TA","TA","Unf",0,756,756,"GasA","Gd","Y",952,0,952,0,0,1,0,3,"TA",5,0,"Detchd",1,330,"TA","TA",0,0,265,0
2097,383.97,77,9965,"Inside","2Story",7,5,2007,2007,"Gd","TA","PConc","Ex","TA","GLQ",984,280,1264,"GasA","Ex","Y",1282,1414,2696,1,0,2,1,4,"Ex",10,1,"BuiltIn",3,792,"TA","TA",120,184,0,168
2274,186.7,50,35133,"Inside","1Story",5,4,1963,1963,"TA","TA","CBlock","TA","TA","Rec",1159,413,1572,"GasA","Gd","Y",1572,0,1572,1,0,1,1,3,"TA",5,2,"2Types",3,995,"TA","TA",0,263,0,263
2337,438.78,66,13682,"CulDSac","2Story",10,5,2006,2006,"Ex","TA","PConc","Ex","TA","Unf",0,1410,1410,"GasA","Ex","Y",1426,1519,2945,0,0,3,1,3,"Gd",10,1,"BuiltIn",3,641,"TA","TA",192,0,37,0
1789,225,76,9158,"Inside","1Story",8,5,2007,2007,"Gd","TA","PConc","Gd","TA","Unf",0,1496,1496,"GasA","Ex","Y",1496,0,1496,0,0,2,0,3,"Gd",7,0,"Attchd",2,474,"TA","TA",168,130,0,0
1375,134.432,80,17120,"Inside","1.5Fin",4,4,1959,1959,"TA","TA","CBlock","None","None","None",0,0,0,"GasA","TA","Y",1120,468,1588,0,0,2,0,4,"TA",7,1,"Detchd",2,680,"TA","TA",0,59,0,0
2714,149.5,74,7844,"Inside","2Story",6,7,1978,1978,"TA","TA","CBlock","TA","TA","ALQ",209,463,672,"GasA","TA","Y",672,728,1400,0,0,1,1,3,"TA",6,1,"Attchd",2,440,"TA","TA",0,0,0,0
1383,153,0,7703,"CulDSac","SFoyer",6,8,1978,1978,"TA","TA","CBlock","Gd","TA","ALQ",450,0,450,"GasA","Ex","Y",1034,0,1034,0,1,1,0,3,"TA",6,1,"Basment",2,504,"TA","TA",311,0,0,0
6,195.5,78,9978,"Inside","2Story",6,6,1998,1998,"TA","TA","PConc","TA","TA","GLQ",602,324,926,"GasA","Ex","Y",926,678,1604,0,0,2,1,3,"Gd",7,1,"Attchd",2,470,"TA","TA",360,36,0,0
415,147,24,2364,"Inside","2Story",6,5,1978,1978,"TA","TA","CBlock","Gd","TA","ALQ",320,484,804,"GasA","TA","Y",804,744,1548,0,1,2,1,3,"TA",7,1,"Detchd",2,440,"TA","TA",108,0,0,0
1952,86,60,5400,"Corner","1Story",5,6,1920,1950,"TA","TA","BrkTil","Fa","TA","Unf",0,691,691,"GasA","Ex","Y",691,0,691,0,0,1,0,2,"Ex",4,0,"Detchd",1,216,"Fa","TA",0,20,94,0
851,203,65,10739,"Inside","1Story",7,5,2002,2001,"Gd","TA","PConc","Gd","TA","GLQ",1259,172,1431,"GasA","Ex","Y",1444,0,1444,1,0,2,0,3,"Gd",6,0,"Attchd",2,577,"TA","TA",144,40,0,0
797,131,60,11409,"Inside","1.5Fin",5,4,1949,2008,"TA","TA","CBlock","TA","TA","LwQ",292,476,768,"GasA","Gd","Y",1148,568,1716,0,0,1,1,3,"TA",8,1,"Attchd",1,281,"TA","TA",0,0,0,160
1004,181,100,10839,"Corner","2Story",6,5,1997,1998,"TA","TA","PConc","Gd","TA","Unf",0,926,926,"GasA","Ex","Y",926,678,1604,0,0,2,1,3,"TA",7,1,"Attchd",2,470,"TA","TA",0,36,0,0
1425,248.5,65,9345,"Inside","1Story",8,5,2007,2007,"Gd","TA","PConc","Gd","TA","Unf",0,1615,1615,"GasA","Ex","Y",1615,0,1615,0,0,2,0,3,"Gd",7,1,"Attchd",3,864,"TA","TA",168,30,0,0
2411,169.99,65,10237,"Inside","1Story",6,5,2005,2006,"Gd","TA","PConc","Gd","TA","GLQ",28,1288,1316,"GasA","Ex","Y",1316,0,1316,0,0,2,0,3,"Gd",6,1,"Attchd",2,397,"TA","TA",100,0,0,0
2118,187.5,0,12205,"Inside","2Story",6,8,1966,2007,"TA","TA","CBlock","TA","Fa","LwQ",568,264,832,"GasA","Gd","Y",976,1111,2087,0,0,2,1,5,"Gd",9,0,"Attchd",2,444,"TA","TA",133,168,0,0
646,115,60,10434,"Inside","1Story",4,5,1955,1955,"TA","TA","CBlock","TA","TA","Unf",0,1005,1005,"GasA","TA","Y",1005,0,1005,0,0,1,0,2,"Fa",5,1,"Detchd",2,672,"Fa","Fa",0,0,0,0
2652,135.5,50,6000,"Inside","1Story",5,7,1955,1955,"TA","TA","CBlock","TA","TA","GLQ",576,384,960,"GasA","TA","Y",960,0,960,1,0,1,0,3,"TA",5,0,"Detchd",2,576,"TA","TA",0,0,0,0
1858,213.75,40,3840,"Inside","1Story",8,6,1978,1998,"Gd","TA","CBlock","Gd","TA","GLQ",881,0,1057,"GasA","TA","Y",1295,0,1295,1,0,1,0,1,"Gd",4,2,"Attchd",2,571,"TA","TA",133,89,0,0
1808,147,63,7500,"Inside","1Story",7,5,2006,2006,"Gd","TA","PConc","Gd","Gd","Unf",0,1143,1143,"GasA","Ex","Y",1143,0,1143,0,0,1,1,3,"Gd",5,0,"None",0,0,"None","None",0,55,0,0
1791,307,75,10084,"Inside","1Story",8,5,2004,2005,"Gd","TA","PConc","Ex","TA","GLQ",1369,317,1686,"GasA","Ex","Y",1694,0,1694,1,0,2,0,3,"Gd",7,1,"Attchd",2,636,"TA","TA",255,57,0,0
258,191,0,9337,"Inside","2Story",7,5,1997,1998,"TA","TA","PConc","Gd","TA","ALQ",353,525,878,"GasA","Ex","Y",892,800,1692,0,0,2,1,3,"TA",8,1,"Attchd",2,513,"TA","TA",0,39,0,0
1780,215,76,10612,"Inside","1Story",8,5,2006,2006,"Gd","TA","PConc","Gd","TA","GLQ",28,1496,1524,"GasA","Gd","Y",1534,0,1534,0,0,2,0,3,"Gd",7,1,"Attchd",2,484,"TA","TA",168,46,0,0
2184,131.75,64,6400,"Inside","1Story",5,7,1959,2000,"TA","TA","CBlock","TA","TA","Rec",77,52,960,"GasA","Ex","Y",960,0,960,1,0,1,0,2,"Fa",4,0,"Detchd",1,392,"TA","TA",144,0,35,0
2818,149.9,134,17755,"Inside","1Story",5,4,1959,1959,"TA","TA","CBlock","TA","TA","BLQ",176,1290,1466,"GasA","TA","Y",1466,0,1466,0,0,1,1,3,"Fa",6,2,"Attchd",2,528,"TA","TA",0,140,0,100
2782,132.5,55,10780,"Inside","SLvl",5,5,1976,1976,"TA","TA","CBlock","TA","TA","ALQ",483,428,911,"GasA","Gd","Y",954,0,954,0,0,1,0,3,"TA",6,0,"Detchd",2,576,"TA","TA",0,0,0,0
299,185,35,3907,"Inside","1Story",8,6,1989,1989,"Gd","TA","CBlock","Gd","TA","GLQ",747,235,982,"GasA","Gd","Y",1034,0,1034,1,0,1,0,1,"Gd",4,1,"Attchd",2,598,"TA","TA",141,36,0,0
1873,175.5,80,9600,"Inside","1Story",7,6,1973,1973,"TA","TA","CBlock","TA","TA","ALQ",916,326,1242,"GasA","Fa","Y",1242,0,1242,0,0,1,1,3,"TA",6,1,"Attchd",2,528,"TA","TA",0,0,0,0
1877,156,79,10289,"Inside","1Story",5,7,1965,1965,"TA","TA","CBlock","TA","TA","ALQ",836,237,1073,"GasA","TA","Y",1073,0,1073,1,0,1,1,3,"TA",6,0,"Attchd",2,515,"TA","TA",0,0,0,0
2438,215,0,8658,"Inside","2Story",6,5,2000,2000,"TA","TA","PConc","Gd","TA","ALQ",732,250,982,"GasA","Ex","Y",1008,881,1889,0,0,2,1,3,"TA",9,1,"Attchd",2,431,"TA","TA",0,0,0,0
81,152,81,9672,"Corner","1Story",6,5,1984,1985,"TA","TA","PConc","Gd","TA","GLQ",338,702,1040,"GasA","TA","Y",1097,0,1097,0,0,2,0,3,"TA",6,0,"Attchd",2,480,"TA","TA",0,0,0,0
762,88.75,50,4280,"Inside","1Story",4,9,1946,2001,"TA","Gd","CBlock","Fa","TA","Unf",0,560,560,"GasA","Ex","Y",704,0,704,0,1,1,0,2,"Fa",4,0,"CarPort",1,220,"TA","TA",0,0,24,0
1260,106.25,60,10800,"Inside","2Story",4,7,1900,2000,"TA","TA","BrkTil","None","None","None",0,0,0,"GasA","TA","N",694,600,1294,0,0,2,0,3,"TA",7,0,"None",0,0,"None","None",220,114,210,0
363,173,0,9248,"Inside","1Story",6,6,1992,1992,"TA","TA","PConc","Gd","TA","GLQ",560,598,1158,"GasA","Gd","Y",1167,0,1167,1,0,2,0,3,"Gd",6,0,"Attchd",2,400,"TA","TA",120,26,0,0
2093,301,86,10380,"Inside","2Story",7,5,1986,1987,"Gd","TA","CBlock","TA","TA","LwQ",28,0,1502,"GasA","Ex","Y",1553,1177,2730,1,0,2,1,4,"Gd",8,1,"Attchd",2,576,"TA","TA",201,96,0,0
1506,120,60,12180,"Inside","1.5Fin",5,7,1938,2007,"TA","TA","PConc","TA","TA","Unf",0,585,585,"GasA","Gd","Y",585,468,1053,0,0,1,1,2,"Ex",5,0,"None",0,0,"None","None",42,0,0,0
590,230,0,13774,"Inside","2Story",7,7,1977,1992,"TA","Gd","PConc","Gd","TA","GLQ",432,476,908,"GasA","Ex","Y",1316,972,2288,0,0,1,2,4,"Gd",8,2,"Attchd",2,520,"TA","TA",321,72,0,156
804,213,75,9317,"Inside","2Story",7,5,1993,1993,"Gd","TA","PConc","Gd","TA","ALQ",513,227,740,"GasA","Ex","Y",1006,769,1775,1,0,2,1,3,"Gd",7,1,"Attchd",2,425,"TA","TA",234,72,192,0
629,110,120,13560,"Corner","1Story",6,3,1968,1968,"TA","TA","CBlock","Fa","Fa","Unf",0,1392,1392,"GasA","Gd","Y",1392,0,1392,1,0,1,0,2,"TA",5,2,"Attchd",2,576,"TA","TA",0,0,240,0
1624,178.75,63,7875,"Inside","2Story",7,5,1996,1996,"Gd","TA","PConc","Gd","TA","Rec",414,277,691,"GasA","Gd","Y",691,862,1553,0,0,2,1,3,"Gd",6,0,"Attchd",2,420,"TA","TA",0,44,0,0
197,132,53,6360,"Corner","1.5Fin",5,6,1942,1950,"TA","TA","CBlock","TA","TA","Rec",360,316,835,"GasA","TA","Y",955,498,1453,0,0,1,1,3,"Gd",7,2,"Detchd",1,240,"TA","TA",0,0,35,148
1982,135,120,9000,"Corner","1.5Fin",5,8,1900,2006,"TA","TA","BrkTil","TA","Fa","BLQ",130,550,680,"GasA","Ex","Y",680,494,1174,0,0,1,0,2,"Gd",6,1,"Detchd",2,576,"TA","TA",116,26,40,0
1660,197.9,0,12384,"CulDSac","2Story",7,7,1976,1976,"TA","TA","CBlock","Gd","TA","Unf",0,793,793,"GasA","TA","Y",1142,793,1935,0,0,2,1,3,"TA",7,1,"Attchd",2,550,"TA","TA",0,113,252,0
452,213,47,6904,"Inside","1Story",6,5,2005,2005,"Gd","TA","PConc","Gd","TA","ALQ",836,522,1358,"GasA","Ex","Y",1358,0,1358,0,0,2,0,2,"Gd",6,1,"Attchd",2,484,"TA","TA",192,36,0,0
1102,291,0,11000,"FR2","2Story",9,5,2000,2000,"Gd","TA","PConc","Ex","TA","Unf",0,1519,1519,"GasA","Ex","Y",1533,639,2172,0,0,2,1,4,"Ex",8,1,"BuiltIn",3,687,"TA","TA",162,153,0,0
1366,89.5,0,7920,"Inside","1.5Fin",6,7,1920,1950,"TA","Fa","CBlock","TA","TA","Unf",0,319,319,"GasA","TA","Y",1035,371,1406,0,0,1,0,3,"Fa",6,0,"None",0,0,"None","None",0,144,0,0
2819,102,67,8877,"Inside","1Story",4,5,1951,1951,"TA","TA","CBlock","Fa","Fa","LwQ",836,0,836,"GasA","TA","Y",1220,0,1220,0,0,1,0,2,"TA",6,0,"Detchd",2,396,"TA","TA",0,0,0,0
1456,235,0,10316,"Inside","2Story",7,5,2000,2000,"Gd","TA","PConc","Gd","TA","GLQ",735,257,992,"GasA","Ex","Y",992,873,1865,1,0,2,1,3,"Gd",7,1,"Attchd",3,839,"TA","TA",0,184,0,0
1811,201,70,8462,"Inside","2Story",6,5,1994,1994,"Gd","Gd","PConc","Gd","Gd","GLQ",814,114,928,"GasA","Ex","Y",936,785,1721,0,1,2,1,3,"Gd",7,0,"Attchd",2,471,"TA","TA",300,87,0,0
1850,239,66,7399,"Inside","2Story",7,5,1997,1998,"Gd","TA","PConc","Gd","TA","BLQ",649,326,975,"GasA","Ex","Y",975,975,1950,0,0,2,1,3,"Gd",7,1,"Detchd",2,576,"TA","TA",0,10,0,198
153,109,68,7922,"Inside","1Story",5,7,1953,2007,"TA","Gd","CBlock","TA","TA","GLQ",731,326,1057,"GasA","TA","Y",1057,0,1057,1,0,1,0,3,"Gd",5,0,"Detchd",1,246,"TA","TA",0,52,0,0
2560,146.5,89,10858,"Corner","1Story",5,6,1952,1952,"TA","Gd","CBlock","TA","TA","LwQ",40,1404,1444,"GasA","Ex","Y",1624,0,1624,1,0,1,0,2,"TA",6,1,"Attchd",1,240,"TA","TA",0,40,324,0
1641,392,60,8089,"Inside","1Story",8,6,2007,2007,"Gd","TA","PConc","Gd","TA","GLQ",945,474,1419,"GasA","Ex","Y",1419,0,1419,1,0,2,0,2,"Gd",7,1,"Attchd",2,567,"TA","TA",140,0,0,0
2718,156.5,0,9662,"Inside","1Story",5,4,1977,1977,"TA","TA","CBlock","Gd","TA","Unf",0,1967,1967,"GasA","TA","Y",1967,0,1967,0,0,2,0,6,"TA",10,0,"Attchd",2,580,"TA","TA",170,0,0,0
2116,277,0,159000,"CulDSac","1.5Fin",6,7,1958,2006,"Gd","TA","CBlock","Gd","TA","Rec",697,747,1444,"GasA","Gd","Y",1444,700,2144,0,1,2,0,4,"Gd",7,2,"Attchd",2,389,"TA","TA",0,98,0,0
1255,89.9,60,10122,"Inside","1Story",4,6,1948,1950,"TA","TA","Slab","None","None","None",0,0,0,"GasA","TA","N",869,0,869,0,0,1,0,1,"TA",3,0,"Detchd",1,390,"Fa","TA",0,0,66,0
1763,248,0,11000,"FR2","2Story",8,5,2000,2000,"Gd","TA","PConc","Gd","TA","Unf",0,969,969,"GasA","Ex","Y",997,1288,2285,0,0,2,1,4,"Gd",8,1,"BuiltIn",3,648,"TA","TA",0,56,0,0
384,240.9,70,7000,"Inside","2Story",7,5,2003,2003,"Gd","TA","PConc","Gd","TA","GLQ",622,304,926,"GasA","Ex","Y",1016,868,1884,1,0,2,1,3,"Ex",7,1,"Attchd",2,581,"TA","TA",0,35,0,0
1267,116,74,8892,"Corner","1Story",5,7,1953,1996,"Gd","TA","Stone","TA","TA","Unf",0,105,105,"GasA","Gd","Y",910,0,910,0,0,1,0,3,"Gd",5,0,"Attchd",2,414,"TA","TA",196,0,150,0
1533,188.7,74,11988,"Inside","2Story",6,7,1934,1995,"TA","TA","CBlock","TA","TA","LwQ",326,389,715,"GasA","Fa","Y",849,811,1660,0,0,1,1,3,"TA",6,1,"Detchd",1,240,"TA","TA",0,0,0,0
1169,285,0,4538,"Inside","1Story",9,5,2001,2001,"Gd","TA","PConc","Ex","TA","GLQ",1004,306,1310,"GasA","Ex","Y",1310,0,1310,1,0,1,1,1,"Gd",5,1,"Attchd",2,545,"TA","TA",277,45,0,0
2312,222,0,13006,"Corner","2Story",7,5,1997,1997,"TA","TA","PConc","Gd","TA","Unf",0,964,964,"GasA","Gd","Y",993,1243,2236,0,0,2,1,4,"Gd",8,1,"BuiltIn",2,642,"TA","TA",0,0,0,0
85,148,88,11782,"Inside","SFoyer",5,7,1961,1995,"TA","TA","CBlock","TA","TA","ALQ",899,210,1109,"GasA","TA","Y",1155,0,1155,1,0,1,0,3,"Gd",6,0,"Detchd",2,576,"TA","TA",192,0,0,0
1285,73,30,5232,"Inside","1Story",5,5,1925,2004,"TA","TA","BrkTil","Fa","TA","Unf",0,680,680,"GasA","Gd","N",764,0,764,0,0,1,0,2,"TA",4,0,"Detchd",2,504,"TA","TA",0,0,0,0
1707,372,94,13615,"Corner","1Story",9,5,2006,2006,"Ex","TA","PConc","Ex","TA","Unf",0,1802,1802,"GasA","Ex","Y",1802,0,1802,0,0,2,1,3,"Ex",7,1,"Attchd",3,843,"TA","TA",158,105,0,0
1156,192,95,19508,"Inside","1Story",6,5,1974,1974,"TA","TA","CBlock","TA","TA","ALQ",800,630,1430,"GasA","TA","Y",1430,0,1430,0,1,2,0,3,"TA",6,2,"Attchd",2,484,"TA","TA",117,108,165,0
2193,79.275,60,8172,"Inside","1Story",4,5,1955,1955,"TA","TA","CBlock","TA","TA","ALQ",682,182,864,"GasA","TA","Y",864,0,864,1,0,1,0,3,"TA",5,0,"Detchd",2,528,"TA","TA",196,0,0,0
2067,112,0,25339,"Inside","1Story",5,7,1918,2007,"TA","Gd","BrkTil","TA","TA","Unf",0,816,816,"GasA","Ex","Y",1416,0,1416,0,0,2,0,3,"Gd",7,0,"Attchd",2,576,"TA","TA",0,0,112,0
1314,129.5,60,9600,"Inside","2.5Unf",6,5,1917,1950,"TA","TA","BrkTil","Gd","TA","Rec",319,416,735,"OthW","Fa","N",1134,924,2058,0,0,1,1,3,"TA",8,1,"Detchd",2,396,"Fa","Fa",0,0,259,0
1225,119,80,9600,"Inside","1.5Fin",6,5,1950,1950,"TA","TA","CBlock","TA","TA","BLQ",280,752,1032,"GasA","TA","Y",1032,220,1252,0,0,1,0,3,"TA",6,0,"Attchd",1,288,"TA","TA",0,0,96,0
1756,175,62,7917,"Inside","2Story",6,5,1999,2000,"TA","TA","PConc","Gd","TA","Unf",0,953,953,"GasA","Ex","Y",953,694,1647,0,0,2,1,3,"TA",7,1,"Attchd",2,460,"TA","TA",0,40,0,0
2056,125,99,7094,"Inside","1Story",5,5,1966,1966,"TA","TA","CBlock","TA","TA","Rec",180,340,894,"GasA","TA","Y",894,0,894,0,0,1,0,3,"TA",5,0,"Detchd",1,384,"TA","TA",0,0,0,0
1687,318,93,12030,"Inside","1Story",8,5,2007,2007,"Ex","TA","PConc","Ex","TA","Unf",0,1694,1694,"GasA","Ex","Y",1694,0,1694,0,0,2,0,3,"Gd",7,0,"Attchd",3,818,"TA","TA",168,228,0,0
2115,207,0,8883,"Inside","2Story",7,5,1988,1988,"Gd","TA","PConc","Gd","TA","GLQ",608,0,929,"GasA","Ex","Y",946,927,1873,1,0,2,1,3,"Gd",7,1,"Attchd",2,619,"TA","TA",108,48,0,144
2675,119.9,65,7800,"Inside","1.5Fin",5,7,1939,1950,"TA","TA","CBlock","Gd","TA","Rec",507,286,793,"GasA","TA","Y",793,325,1118,1,0,1,0,3,"TA",5,1,"Detchd",2,410,"TA","TA",0,0,0,271
885,108,67,8777,"Inside","1Story",4,5,1949,2003,"TA","TA","CBlock","None","None","None",0,0,0,"GasA","Ex","Y",1126,0,1126,0,0,2,0,2,"Gd",5,0,"Detchd",2,520,"TA","TA",0,96,0,0
2374,146.3,53,4043,"Inside","1Story",6,5,1975,1975,"TA","TA","CBlock","Gd","TA","ALQ",727,186,1069,"GasA","Gd","Y",1069,0,1069,0,1,2,0,2,"TA",4,1,"Attchd",2,440,"TA","TA",0,55,0,225
991,237.5,0,12925,"Corner","1Story",6,7,1970,1970,"TA","TA","CBlock","TA","TA","BLQ",865,340,1205,"GasA","Ex","Y",2117,0,2117,0,0,2,1,4,"TA",7,2,"Attchd",2,550,"TA","TA",0,42,0,0
897,98,50,8405,"Inside","1.5Fin",4,3,1945,1950,"TA","TA","Slab","None","None","None",0,0,0,"Wall","TA","N",1088,441,1529,0,0,2,0,4,"TA",9,0,"Detchd",1,240,"TA","TA",92,0,185,0
261,161.75,0,10900,"FR2","2Story",6,7,1977,1977,"TA","TA","CBlock","Gd","TA","GLQ",378,311,689,"GasA","Ex","Y",689,703,1392,0,0,1,1,3,"TA",6,0,"Attchd",1,299,"TA","TA",0,36,0,0
1379,157.5,80,13014,"Inside","SLvl",6,5,1978,1978,"TA","TA","CBlock","TA","TA","ALQ",528,480,1008,"GasA","TA","Y",1096,0,1096,1,0,1,0,3,"TA",6,1,"Attchd",2,484,"TA","TA",168,0,0,0
19,141,140,19138,"Corner","1Story",4,5,1951,1951,"TA","TA","CBlock","TA","TA","LwQ",120,744,864,"GasA","Ex","Y",864,0,864,0,0,1,0,2,"TA",4,0,"Detchd",2,400,"TA","TA",0,0,0,0
2437,172.4,0,8121,"Inside","2Story",6,5,2000,2000,"TA","TA","PConc","Gd","TA","Unf",0,953,953,"GasA","Ex","Y",953,711,1664,0,0,2,1,3,"TA",7,1,"Attchd",2,460,"TA","TA",100,40,0,0
728,44,72,9392,"Corner","1Story",3,3,1900,1950,"TA","Fa","CBlock","Fa","TA","Unf",0,245,245,"GasA","TA","N",797,0,797,0,0,1,0,2,"TA",5,0,"None",0,0,"None","None",0,36,94,0
2179,157,60,7024,"Inside","1Story",5,5,2005,2006,"TA","TA","PConc","Ex","Gd","ALQ",980,110,1090,"GasA","Gd","Y",1090,0,1090,1,0,1,1,2,"TA",5,0,"Attchd",2,450,"TA","TA",0,49,0,0
696,66.5,52,5720,"Inside","1.5Fin",5,6,1941,1950,"TA","TA","CBlock","TA","TA","Unf",0,676,676,"GasA","Ex","Y",676,455,1131,0,0,1,1,3,"TA",5,0,"Detchd",1,200,"TA","TA",26,0,0,0
1039,181,34,4060,"Inside","1Story",6,5,1998,1999,"Gd","TA","PConc","Gd","TA","GLQ",266,1139,1405,"GasA","Ex","Y",1337,0,1337,1,0,2,0,2,"Gd",5,0,"Attchd",2,511,"TA","TA",144,68,0,0
732,137,50,4960,"Inside","1.5Fin",5,7,1930,1982,"TA","TA","CBlock","TA","TA","Unf",0,297,297,"GasA","Ex","Y",1001,653,1654,0,0,2,0,3,"TA",7,1,"Detchd",1,336,"TA","TA",244,60,0,0
2418,258,96,11631,"Corner","2Story",8,5,2004,2005,"Gd","TA","PConc","Gd","TA","Unf",0,1052,1052,"GasA","Ex","Y",1052,1321,2373,0,0,2,1,4,"Gd",9,1,"BuiltIn",3,632,"TA","TA",120,46,0,0
2611,147,77,9510,"Inside","1Story",6,5,1962,1985,"TA","TA","CBlock","TA","TA","ALQ",701,434,1135,"GasA","Ex","Y",1207,0,1207,0,0,1,1,3,"TA",6,0,"Attchd",1,264,"TA","TA",0,240,0,0
2045,219,107,12888,"Inside","2Story",7,8,1937,1980,"TA","Gd","CBlock","TA","TA","ALQ",288,717,1005,"GasA","TA","Y",1262,1005,2267,1,0,1,1,3,"TA",7,2,"Attchd",2,498,"TA","TA",521,0,0,0
2586,155,75,10170,"Corner","1Story",6,6,1951,1951,"TA","TA","CBlock","TA","TA","Unf",0,216,216,"GasA","TA","Y",1575,0,1575,0,0,1,1,2,"Gd",5,1,"Attchd",2,400,"TA","TA",0,0,0,0
1953,172,93,10090,"Inside","SLvl",7,5,1963,1999,"TA","TA","CBlock","TA","TA","Rec",242,0,725,"GasA","TA","Y",1035,616,1651,0,1,2,0,4,"TA",6,2,"BuiltIn",1,276,"TA","TA",460,46,0,165
956,137.5,0,14375,"CulDSac","SLvl",6,6,1958,1958,"TA","TA","CBlock","TA","TA","GLQ",111,354,819,"GasA","Gd","Y",1344,0,1344,0,1,1,0,3,"Gd",7,1,"Basment",2,525,"TA","TA",0,118,0,233
1047,140,53,4043,"Inside","1Story",6,6,1977,1977,"TA","TA","CBlock","Gd","TA","ALQ",559,510,1069,"GasA","TA","Y",1069,0,1069,0,0,2,0,2,"TA",4,0,"Attchd",2,440,"TA","TA",0,55,0,200
2562,137.9,89,10680,"Inside","1Story",5,3,1951,1951,"TA","TA","CBlock","TA","Fa","LwQ",756,1380,2136,"GasA","TA","N",2136,0,2136,0,0,2,0,4,"TA",7,0,"Detchd",2,528,"TA","TA",0,30,0,0
987,130,62,10429,"Inside","2Story",5,5,1992,1992,"TA","TA","PConc","Gd","TA","ALQ",330,294,624,"GasA","TA","Y",624,663,1287,0,0,1,1,3,"TA",6,0,"Detchd",2,440,"TA","TA",150,0,0,0
1235,135,0,7390,"Inside","1Story",5,7,1955,1955,"TA","TA","CBlock","TA","TA","ALQ",902,196,1098,"GasA","TA","Y",1098,0,1098,1,0,1,0,3,"TA",6,0,"Attchd",1,260,"TA","TA",0,0,0,0
647,164.9,75,14559,"Inside","1Story",5,7,1951,2000,"Gd","TA","CBlock","TA","TA","BLQ",650,178,1008,"GasA","Ex","Y",1363,0,1363,1,0,1,0,2,"TA",6,2,"CarPort",1,288,"TA","TA",324,42,0,168
2023,180.5,60,13515,"Inside","2Story",6,6,1919,1950,"TA","TA","PConc","TA","TA","Unf",0,764,764,"GasA","Ex","Y",1060,764,1824,0,0,1,0,3,"TA",8,1,"Detchd",2,520,"TA","TA",0,0,126,0
118,142.25,80,9600,"Inside","1Story",5,5,1966,1966,"TA","TA","CBlock","TA","TA","Rec",698,534,1232,"GasA","TA","Y",1232,0,1232,1,0,1,1,3,"TA",6,0,"Attchd",2,490,"TA","TA",0,224,0,0
1636,377.426,86,14157,"Corner","1Story",9,5,2005,2006,"Gd","TA","PConc","Ex","TA","GLQ",1249,673,1922,"GasA","Ex","Y",1922,0,1922,1,0,2,0,3,"Gd",8,1,"Attchd",3,676,"TA","TA",178,51,0,0
2098,424.87,77,9965,"Inside","2Story",8,5,2006,2007,"Gd","TA","PConc","Ex","TA","GLQ",1150,316,1466,"GasA","Ex","Y",1466,1362,2828,1,0,3,0,4,"Gd",11,1,"BuiltIn",3,1052,"TA","TA",125,144,0,0
1312,114,69,9143,"Corner","1.5Fin",5,7,1900,2003,"TA","TA","CBlock","TA","TA","Unf",0,346,346,"GasA","Ex","Y",709,308,1017,0,0,1,0,2,"TA",5,0,"Detchd",1,308,"TA","TA",0,0,139,0
2873,102,50,7288,"Inside","1Story",5,6,1942,1950,"TA","TA","CBlock","TA","TA","Rec",305,671,976,"GasA","TA","N",976,0,976,1,0,1,0,2,"TA",5,0,"Detchd",1,215,"TA","TA",160,0,0,0
1888,140.5,0,14357,"CulDSac","1Story",5,5,1961,1961,"TA","TA","CBlock","TA","TA","ALQ",311,386,864,"GasA","TA","Y",1187,0,1187,1,0,1,0,2,"TA",6,1,"Attchd",2,440,"TA","TA",128,0,0,0
2320,239.9,72,10463,"CulDSac","2Story",8,5,2005,2005,"Gd","TA","PConc","Gd","TA","Unf",0,893,893,"GasA","Ex","Y",901,900,1801,0,0,2,1,3,"Gd",8,1,"Attchd",3,800,"TA","TA",0,116,0,0
912,135,65,7804,"Inside","1.5Fin",4,3,1928,1950,"TA","TA","BrkTil","TA","TA","BLQ",622,500,1122,"GasA","TA","Y",1328,653,1981,1,0,2,0,4,"Gd",7,2,"Detchd",2,576,"TA","TA",431,44,0,0
743,60,51,6120,"Inside","1Story",2,3,1936,1950,"Fa","Fa","BrkTil","TA","Fa","Unf",0,264,264,"Grav","Fa","N",800,0,800,0,0,1,0,1,"Fa",4,1,"None",0,0,"None","None",0,0,0,0
516,210,75,9000,"Inside","2Story",8,5,2008,2008,"Gd","TA","PConc","Gd","TA","Unf",0,768,768,"GasA","Ex","Y",786,804,1590,0,0,2,1,3,"Gd",6,0,"Attchd",2,676,"TA","TA",0,30,0,0
2260,231.713,67,8368,"Inside","1Story",7,5,2006,2007,"Gd","TA","PConc","Gd","TA","Unf",0,1689,1689,"GasA","Ex","Y",1689,0,1689,0,0,2,0,3,"Gd",7,0,"Attchd",2,433,"TA","TA",100,39,0,0
